id,bank,office,lon,lat,phone_number,send_sms
3001.1622,"banco ambrosiano veneto s.p.a.","milano via g. murat, 15",9.259404059127657,45.488720864099726,"+39 601 79 81 8080",true
3001.1630,"banco ambrosiano veneto s.p.a.","milano meda",9.049414524481424,45.455083501488595,"+39 601 79 81 8080",true
3001.1631,"banco ambrosiano veneto s.p.a.","milano via padova",9.14998595456929,45.497913038144986,"+39 601 79 81 8080",true
3001.1632,"banco ambrosiano veneto s.p.a.","milano corso lodi",9.119038716470152,45.51093862452816,"+39 601 79 81 8080",true
3001.1698,"banco ambrosiano veneto s.p.a.","milano piazza paolo ferrari, 10",9.143592705442869,45.43805614485323,"+39 601 79 81 8080",true
3002.1601,"unicredit banca di roma spa","milano 52",9.117822586128316,45.5276359861454,"+39 209 8775001",false
3002.1604,"unicredit banca di roma spa","milano 13",9.08793797850469,45.478479642175515,"+39 209 8775001",false
3002.1605,"unicredit banca di roma spa","milano 14",9.269816485377829,45.50087481593651,"+39 209 8775001",false
3002.1606,"unicredit banca di roma spa","milano 15",9.121384996911102,45.52225210581673,"+39 209 8775001",false
3002.1608,"unicredit banca di roma spa","milano 20",9.096205636155698,45.44877902433887,"+39 209 8775001",false
3002.1609,"unicredit banca di roma spa","milano 22",9.228090169789747,45.53422796318684,"+39 209 8775001",false
3002.1610,"unicredit banca di roma spa","milano 23",9.099125458238689,45.485393868982904,"+39 209 8775001",false
3002.1611,"unicredit banca di roma spa","milano 25",9.179080027692578,45.44622139543608,"+39 209 8775001",false
3002.1612,"unicredit banca di roma spa","milano 26",9.164354216714772,45.431852749917546,"+39 209 8775001",false
3002.1613,"unicredit banca di roma spa","milano 27",9.131856157947578,45.49428044866359,"+39 209 8775001",false
3002.1614,"unicredit banca di roma spa","milano 30",9.165716504440814,45.518087094046265,"+39 209 8775001",false
3002.1615,"unicredit banca di roma spa","milano 31",9.05475055943549,45.47875085482066,"+39 209 8775001",false
3002.1616,"unicredit banca di roma spa","milano 32",9.087713723474945,45.402035798139046,"+39 209 8775001",false
3002.1619,"unicredit banca di roma spa","milano 33",9.156863570651714,45.42691883633057,"+39 209 8775001",false
3002.1620,"unicredit banca di roma spa","milano 34",9.19690006087342,45.52176330489724,"+39 209 8775001",false
3002.1621,"unicredit banca di roma spa","milano 35",9.15630725348549,45.39354701620793,"+39 209 8775001",false
3002.1622,"unicredit banca di roma spa","milano 36",9.055817572883399,45.489023758937286,"+39 209 8775001",false
3002.1623,"unicredit banca di roma spa","milano 37",9.211878315099003,45.46267691319246,"+39 209 8775001",false
3002.1624,"unicredit banca di roma spa","milano 38",9.18058108100819,45.47336347505473,"+39 209 8775001",false
3002.1625,"unicredit banca di roma spa","milano 40",9.05899909480203,45.50388264332126,"+39 209 8775001",false
3002.1627,"unicredit banca di roma spa","milano 41",9.167741418898752,45.44218433716003,"+39 209 8775001",false
3002.1630,"unicredit banca di roma spa","milano 43",9.194478937268089,45.49348883186742,"+39 209 8775001",false
3002.1631,"unicredit banca di roma spa","milano 5 - edison",9.078965245952364,45.44232755202906,"+39 209 8775001",false
3002.1633,"unicredit banca di roma spa","milano 6",9.157549627523249,45.50549890926531,"+39 209 8775001",false
3002.1635,"unicredit banca di roma spa","milano 8",9.072075580964592,45.42102652238885,"+39 209 8775001",false
3002.1636,"unicredit banca di roma spa","milano 4",9.230109653228473,45.512729566852954,"+39 209 8775001",false
3002.1637,"unicredit banca di roma spa","milano 10",9.223958467892517,45.51233116569294,"+39 209 8775001",false
3002.1641,"unicredit banca di roma spa","milano 48",9.253543215600192,45.46791749127512,"+39 209 8775001",false
3002.1649,"unicredit banca di roma spa","milano 51",9.085797500076044,45.53389535443813,"+39 209 8775001",false
3002.1702,"unicredit banca di roma spa","milano 46 - palaghiaccio - pegno",9.125580812811362,45.48371236134655,"+39 209 8775001",false
3002.1789,"unicredit banca di roma spa","milano 9",9.197175059927424,45.47080613667477,"+39 209 8775001",false
3002.1792,"unicredit banca di roma spa","milano 16",9.172054073014555,45.47241483561074,"+39 209 8775001",false
3002.1793,"unicredit banca di roma spa","milano 39",9.07681861766981,45.48761844240348,"+39 209 8775001",false
3002.1795,"unicredit banca di roma spa","milano 21",9.21843356795907,45.517988328605256,"+39 209 8775001",false
3002.1796,"unicredit banca di roma spa","milano 11 - dogana",9.22009784432905,45.423379790483885,"+39 209 8775001",false
3003.1600,"royal bank of scotland plc","milano via turati, 9",9.228392616545857,45.431771826580736,"+39 8836 5217988",false
3032.1600,"credito emiliano spa","milano sede",9.092268952128771,45.397322767111895,"+39 10 85138971",true
3032.1601,"credito emiliano spa","milano ag. 2",9.066387246375552,45.500263466304816,"+39 10 85138971",true
3032.1602,"credito emiliano spa","milano ag. 3",9.217919088186072,45.46698691722088,"+39 10 85138971",true
3032.1603,"credito emiliano spa","milano ag. 4",9.083702884480637,45.50596617342085,"+39 10 85138971",true
3032.1604,"credito emiliano spa","milano ag. 5",9.12473965891712,45.43036898640102,"+39 10 85138971",true
3032.1605,"credito emiliano spa","milano ag. 6",9.146752152087505,45.443298075452674,"+39 10 85138971",true
3032.1608,"credito emiliano spa","milano ag. 8",9.101780102281797,45.44006498435252,"+39 10 85138971",true
3032.1609,"credito emiliano spa","milano ag. 9",9.13548234502256,45.48989518619241,"+39 10 85138971",true
3032.1610,"credito emiliano spa","milano ag. 11",9.079432388416643,45.426550955247436,"+39 10 85138971",true
3032.1611,"credito emiliano spa","milano ag. 7",9.064021542617379,45.40128755655587,"+39 10 85138971",true
3032.1613,"credito emiliano spa","milano ag. 13",9.061469762686258,45.4656883055648,"+39 10 85138971",true
3032.1614,"credito emiliano spa","milano ag. 14",9.185270263067988,45.42533969871897,"+39 10 85138971",true
3032.1615,"credito emiliano spa","milano ag. 15",9.075285153014864,45.42390978228756,"+39 10 85138971",true
3032.1616,"credito emiliano spa","milano ag. 16",9.117048419930548,45.51086051482068,"+39 10 85138971",true
3032.1617,"credito emiliano spa","milano ag. 17",9.187251400362918,45.47776222351792,"+39 10 85138971",true
3051.1601,"barclays bank plc - milano","milano via della moscova, 18",9.159241219494476,45.41505252616798,"+39 798 50 68 1343",false
3069.1602,"intesa sanpaolo spa","milano 02",9.129916196837398,45.51793418056349,"+39 327 84345552",false
3069.1603,"intesa sanpaolo spa","milano 03",9.128512966407076,45.43242646635088,"+39 327 84345552",false
3069.1604,"intesa sanpaolo spa","milano 04",9.0551850216244,45.50323562329446,"+39 327 84345552",false
3069.1605,"intesa sanpaolo spa","milano 05",9.096976224467769,45.49984185359969,"+39 327 84345552",false
3069.1606,"intesa sanpaolo spa","milano 06",9.157641474803631,45.49159440101838,"+39 327 84345552",false
3069.1608,"intesa sanpaolo spa","milano - servizio titoli ctp",9.056729690636248,45.50307930345153,"+39 327 84345552",false
3069.1609,"intesa sanpaolo spa","milano 09",9.226104407930734,45.425283579443395,"+39 327 84345552",false
3069.1610,"intesa sanpaolo spa","milano 08",9.24615010459627,45.42364432988865,"+39 327 84345552",false
3069.1612,"intesa sanpaolo spa","milano 11",9.271800842456544,45.4300836165077,"+39 327 84345552",false
3069.1614,"intesa sanpaolo spa","milano 12",9.19366108309329,45.437752394555375,"+39 327 84345552",false
3069.1616,"intesa sanpaolo spa","milano 14",9.177504045613649,45.531638945334244,"+39 327 84345552",false
3069.1617,"intesa sanpaolo spa","milano 15",9.150112929733625,45.41817648801148,"+39 327 84345552",false
3069.1620,"intesa sanpaolo spa","milano 24",9.20797155410964,45.42224389504844,"+39 327 84345552",false
3069.1622,"intesa sanpaolo spa","milano - sp. montedison",9.256637044187823,45.51125753743049,"+39 327 84345552",false
3069.1623,"intesa sanpaolo spa","milano 20",9.175910925522857,45.497368729406986,"+39 327 84345552",false
3069.1625,"intesa sanpaolo spa","milano 26",9.177107205051193,45.47072522481134,"+39 327 84345552",false
3069.1626,"intesa sanpaolo spa","milano",9.190056838800128,45.534154047518,"+39 327 84345552",false
3069.1628,"intesa sanpaolo spa","milano 33",9.133362100015603,45.51749633058062,"+39 327 84345552",false
3069.1629,"intesa sanpaolo spa","milano 27",9.084365039044204,45.40967393853407,"+39 327 84345552",false
3069.1631,"intesa sanpaolo spa","milano 29",9.130330550687194,45.45037829046591,"+39 327 84345552",false
3069.1632,"intesa sanpaolo spa","milano 30",9.087267719401625,45.45420337995184,"+39 327 84345552",false
3069.1637,"intesa sanpaolo spa","milano 48",9.096822036388353,45.53551353527261,"+39 327 84345552",false
3069.1638,"intesa sanpaolo spa","milano sp. ospedale san gius",9.058258192131316,45.51026347377671,"+39 327 84345552",false
3069.1642,"intesa sanpaolo spa","milano filiale superflash",9.198603140156678,45.4321836351876,"+39 327 84345552",false
3069.1651,"intesa sanpaolo spa","milano - c-o la rinascente",9.254277260990314,45.48491307272396,"+39 327 84345552",false
3069.1659,"intesa sanpaolo spa","milano 37",9.063204268545944,45.43795370678958,"+39 327 84345552",false
3069.1669,"intesa sanpaolo spa","milano 47",9.173796706465536,45.4230242542848,"+39 327 84345552",false
3069.1674,"intesa sanpaolo spa","milano - via rogoredo 21",9.105792672138113,45.44643478686884,"+39 327 84345552",false
3069.1680,"intesa sanpaolo spa","milano sportello mortuario",9.274286873836598,45.49910024170508,"+39 327 84345552",false
3069.1685,"intesa sanpaolo spa","milano - via carnia 9",9.16607001812902,45.47940919384223,"+39 327 84345552",false
3069.1686,"intesa sanpaolo spa","milano - via capecelatro 61",9.248089373491574,45.48682237052776,"+39 327 84345552",false
3069.1687,"intesa sanpaolo spa","milano - corso indipendenza 23",9.248545529083978,45.397821618585645,"+39 327 84345552",false
3069.1715,"intesa sanpaolo spa","milano - c-o comune",9.16662982141839,45.53529954453259,"+39 327 84345552",false
3069.1735,"intesa sanpaolo spa","milano - c-o universita_  degli studi -",9.167063066439631,45.530741940098125,"+39 327 84345552",false
3069.1738,"intesa sanpaolo spa","milano - viale monza 294",9.07356840363883,45.44651575387704,"+39 327 84345552",false
3069.1742,"intesa sanpaolo spa","milano - via mameli, 48",9.222767281598124,45.41548570840196,"+39 327 84345552",false
3069.1744,"intesa sanpaolo spa","milano - piazzale susa",9.145100691004284,45.45033772221494,"+39 327 84345552",false
3069.1746,"intesa sanpaolo spa","milano - via delle forze armate 260",9.058657861805656,45.484111715644076,"+39 327 84345552",false
3069.1749,"intesa sanpaolo spa","milano - via celoria 2",9.108507455972225,45.39203513612305,"+39 327 84345552",false
3069.1757,"intesa sanpaolo spa","milano - via v. monti 47",9.1391698313935,45.51078259456125,"+39 327 84345552",false
3069.1758,"intesa sanpaolo spa","milano - via veglia, 59",9.10941014901652,45.430159940213734,"+39 327 84345552",false
3069.1762,"intesa sanpaolo spa","milano - via sebenico 28",9.044228889519955,45.40940397800457,"+39 327 84345552",false
3069.1765,"intesa sanpaolo spa","milano - c-o ospedale san raffaele",9.115683775360722,45.434194940243394,"+39 327 84345552",false
3069.1767,"intesa sanpaolo spa","milano - via inganni 70",9.102394680049944,45.459427470514115,"+39 327 84345552",false
3069.1770,"intesa sanpaolo spa","milano - piazza bonomelli 7-9",9.09884417318484,45.45131882764808,"+39 327 84345552",false
3069.1771,"intesa sanpaolo spa","milano - c-o universita' cattolica",9.184511078708034,45.49767451043476,"+39 327 84345552",false
3069.1772,"intesa sanpaolo spa","milano - c-o consorzio acqua potabile",9.249856148521236,45.493167976830655,"+39 327 84345552",false
3069.1787,"intesa sanpaolo spa","milano - via bazzini 2",9.177631161818658,45.45969117761829,"+39 327 84345552",false
3069.1792,"intesa sanpaolo spa","milano - c-o amsa",9.228502671769531,45.4610718011268,"+39 327 84345552",false
3069.1798,"intesa sanpaolo spa","milano - c-o unione del commercio",9.179978186722336,45.48130654920896,"+39 327 84345552",false
3069.1799,"intesa sanpaolo spa","milano 22",9.07037388169623,45.392024629881575,"+39 327 84345552",false
3069.9400,"intesa sanpaolo spa","milano - via verdi 8",9.216977981396488,45.46431968611503,"+39 327 84345552",false
3069.9406,"intesa sanpaolo spa","milano sp.ortomercato",9.112974743317766,45.42449661327003,"+39 327 84345552",false
3069.9420,"intesa sanpaolo spa","milano - corso di porta nuova 7",9.241691624475536,45.504780360496085,"+39 327 84345552",false
3069.9441,"intesa sanpaolo spa","milano - corso garibaldi 86",9.119483923408145,45.42464224575537,"+39 327 84345552",false
3069.9443,"intesa sanpaolo spa","milano - via petrella 2",9.116921725855445,45.418742401624854,"+39 327 84345552",false
3069.9445,"intesa sanpaolo spa","milano - via trincea delle frasche 2",9.191159456998305,45.49930767391661,"+39 327 84345552",false
3069.9448,"intesa sanpaolo spa","milano - corso vercelli 25",9.25408169802352,45.445037232971885,"+39 327 84345552",false
3069.9449,"intesa sanpaolo spa","milano - via cimarosa 4",9.212720508631026,45.48027576509594,"+39 327 84345552",false
3069.9450,"intesa sanpaolo spa","milano - corso lodi 34",9.139205404260247,45.43732333286166,"+39 327 84345552",false
3069.9451,"intesa sanpaolo spa","milano - piazza oberdan 4",9.147954619376035,45.47677898547681,"+39 327 84345552",false
3069.9454,"intesa sanpaolo spa","milano - corso di porta romana 78",9.12747505374756,45.39710552160751,"+39 327 84345552",false
3069.9456,"intesa sanpaolo spa","milano - viale fulvio testi",9.262520074605208,45.49826411518921,"+39 327 84345552",false
3069.9457,"intesa sanpaolo spa","milano - viale coni zugna 62",9.224927132586899,45.410812949889916,"+39 327 84345552",false
3069.9458,"intesa sanpaolo spa","milano - via de amicis 26",9.18285155747787,45.46692098415106,"+39 327 84345552",false
3069.9459,"intesa sanpaolo spa","milano - corso xxii marzo 29",9.090839747336776,45.39296250899691,"+39 327 84345552",false
3069.9460,"intesa sanpaolo spa","milano - corso magenta 32",9.093643390347049,45.5072485054959,"+39 327 84345552",false
3069.9462,"intesa sanpaolo spa","milano - via paolo sarpi 64",9.20822566710069,45.507094382173115,"+39 327 84345552",false
3069.9463,"intesa sanpaolo spa","milano - via greppi 1",9.161699641086727,45.465458996063056,"+39 327 84345552",false
3069.9465,"intesa sanpaolo spa","milano - corso buenos aires 92",9.056579853426316,45.41812018740656,"+39 327 84345552",false
3069.9467,"intesa sanpaolo spa","milano - via buonarroti 7",9.094808443620138,45.443320220713076,"+39 327 84345552",false
3069.9468,"intesa sanpaolo spa","milano - via bellerio 1",9.231504756070757,45.51548351508171,"+39 327 84345552",false
3069.9469,"intesa sanpaolo spa","milano - via valparaiso 18",9.121267152164847,45.43105910321044,"+39 327 84345552",false
3069.9471,"intesa sanpaolo spa","milano - piazza medaglie d_ oro 3",9.09109335259447,45.452253948012185,"+39 327 84345552",false
3069.9473,"intesa sanpaolo spa","milano - piazza duca d_aosta",9.229222915468505,45.49342521602676,"+39 327 84345552",false
3069.9474,"intesa sanpaolo spa","milano - via farini 56",9.10542910640967,45.413122526531666,"+39 327 84345552",false
3069.9477,"intesa sanpaolo spa","milano - via mercato 5",9.049532595680486,45.399324358436765,"+39 327 84345552",false
3069.9479,"intesa sanpaolo spa","milano - via teodosio 52",9.120530299708047,45.52483168346263,"+39 327 84345552",false
3069.9480,"intesa sanpaolo spa","milano - via turati 40",9.084085653084736,45.48963355179252,"+39 327 84345552",false
3069.9483,"intesa sanpaolo spa","milano - via c. battisti 11",9.242550477315426,45.497259591135304,"+39 327 84345552",false
3069.9484,"intesa sanpaolo spa","milano - piazza della repubblica 32",9.082177508842616,45.409725914586495,"+39 327 84345552",false
3069.9486,"intesa sanpaolo spa","milano - via urbano iii 3",9.241231289721917,45.47854771983443,"+39 327 84345552",false
3069.9489,"intesa sanpaolo spa","milano via paulucci de calboli 32",9.179155200783669,45.436805727115335,"+39 327 84345552",false
3069.9490,"intesa sanpaolo spa","milano - piazzale susa 1",9.16756165471982,45.43454089741012,"+39 327 84345552",false
3069.9492,"intesa sanpaolo spa","milano - via agnello 2",9.091553579745078,45.515073609368464,"+39 327 84345552",false
3069.9494,"intesa sanpaolo spa","milano - piazza ascoli - ang. via stoppa",9.211338003786157,45.528717452737084,"+39 327 84345552",false
3069.9495,"intesa sanpaolo spa","milano - via popoli uniti 2",9.144337428338522,45.469809325260975,"+39 327 84345552",false
3069.9496,"intesa sanpaolo spa","milano - via lorenteggio 70",9.122818787129786,45.3960125312326,"+39 327 84345552",false
3069.9497,"intesa sanpaolo spa","milano - largo augusto 3",9.144697885579822,45.47129788522046,"+39 327 84345552",false
3069.9498,"intesa sanpaolo spa","milano - viale romagna 20",9.271593130022989,45.4801728805019,"+39 327 84345552",false
3069.9501,"intesa sanpaolo spa","milano - via dolci 16",9.23755561930706,45.520172833537046,"+39 327 84345552",false
3069.9502,"intesa sanpaolo spa","milano - viale bligny 52",9.069084910826904,45.417247927628495,"+39 327 84345552",false
3069.9503,"intesa sanpaolo spa","milano - via v. monti 21",9.055272485910342,45.41898975459077,"+39 327 84345552",false
3069.9504,"intesa sanpaolo spa","milano - via michelino da besozzo 16",9.262145710437604,45.49206105136159,"+39 327 84345552",false
3069.9507,"intesa sanpaolo spa","milano - corso lodi 132",9.2381195198709,45.4017791659057,"+39 327 84345552",false
3069.9508,"intesa sanpaolo spa","milano - via g. gianella 26",9.19646027924341,45.49353181926271,"+39 327 84345552",false
3069.9509,"intesa sanpaolo spa","milano - via carpi 4",9.066577301443278,45.4637979356699,"+39 327 84345552",false
3069.9511,"intesa sanpaolo spa","milano - via delle forze armate 336",9.132347486608433,45.45676194526119,"+39 327 84345552",false
3069.9512,"intesa sanpaolo spa","milano - piazza del tricolore 3",9.271796634251073,45.50944532852906,"+39 327 84345552",false
3069.9513,"intesa sanpaolo spa","milano - viale zara 126",9.098693873831973,45.46091646970225,"+39 327 84345552",false
3069.9515,"intesa sanpaolo spa","milano - piazza de angeli 2",9.082446002335534,45.39821316670488,"+39 327 84345552",false
3069.9517,"intesa sanpaolo spa","milano - piazzale maciachini ang. via me",9.155940039213753,45.49278845874362,"+39 327 84345552",false
3069.9518,"intesa sanpaolo spa","milano - viale jenner 76",9.148780689912076,45.52551894893787,"+39 327 84345552",false
3069.9520,"intesa sanpaolo spa","milano - via fogazzaro 1",9.264289567422237,45.40825065455829,"+39 327 84345552",false
3069.9521,"intesa sanpaolo spa","milano via meda 49",9.216677820727687,45.450863929063686,"+39 327 84345552",false
3069.9522,"intesa sanpaolo spa","milano 23 - sportello",9.172099631195294,45.48651294483247,"+39 327 84345552",false
3069.9523,"intesa sanpaolo spa","milano - viale cassala 22-2",9.241147296328972,45.47242165291061,"+39 327 84345552",false
3069.9524,"intesa sanpaolo spa","milano - piazza napoli 31",9.246567182062757,45.50459845737218,"+39 327 84345552",false
3069.9525,"intesa sanpaolo spa","milano - via volvinio",9.100969531003805,45.45646272358599,"+39 327 84345552",false
3069.9526,"intesa sanpaolo spa","milano - piazza san babila 2-8",9.13099264960082,45.41280550227784,"+39 327 84345552",false
3069.9528,"intesa sanpaolo spa","milano - via padova",9.168253660198019,45.41617382355658,"+39 327 84345552",false
3069.9530,"intesa sanpaolo spa","milano - viale monza 136",9.172346660392607,45.4552301011816,"+39 327 84345552",false
3069.9532,"intesa sanpaolo spa","milano - viale monza 43-c",9.232157132125458,45.496278004980006,"+39 327 84345552",false
3069.9533,"intesa sanpaolo spa","milano - viale lunigiana 22",9.246517086570686,45.49738504523263,"+39 327 84345552",false
3069.9534,"intesa sanpaolo spa","milano - viale certosa 75",9.27057865784152,45.48340611041183,"+39 327 84345552",false
3069.9536,"intesa sanpaolo spa","milano via astico 13",9.157631261481287,45.451718053583534,"+39 327 84345552",false
3069.9537,"intesa sanpaolo spa","milano - via palmanova 95",9.053238465811068,45.40085993948756,"+39 327 84345552",false
3069.9540,"intesa sanpaolo spa","milano - via e. ponti 55",9.16456959003422,45.4867035806404,"+39 327 84345552",false
3069.9541,"intesa sanpaolo spa","milano - p.le corvetto ang. via marochet",9.058003490621378,45.42256525520232,"+39 327 84345552",false
3069.9542,"intesa sanpaolo spa","milano - piazzale giovanni dalle bande n",9.12517149808971,45.42743770485268,"+39 327 84345552",false
3069.9543,"intesa sanpaolo spa","milano - viale campania 42",9.26880814008539,45.42554155631135,"+39 327 84345552",false
3069.9544,"intesa sanpaolo spa","milano - via tartini 2",9.049159147644264,45.452926110695806,"+39 327 84345552",false
3069.9546,"intesa sanpaolo spa","milano - via trilussa 13",9.051382652453313,45.478571894149525,"+39 327 84345552",false
3069.9548,"intesa sanpaolo spa","milano - via pirelli 16-a",9.192984952456763,45.51330412340296,"+39 327 84345552",false
3069.9550,"intesa sanpaolo spa","milano - c-o ortomercato",9.088254137577982,45.44946928845261,"+39 327 84345552",false
3069.9551,"intesa sanpaolo spa","milano - via padova 256",9.148605051433908,45.4251822351194,"+39 327 84345552",false
3069.9552,"intesa sanpaolo spa","milano - viale ungheria 14-1",9.168197342513093,45.392096079531356,"+39 327 84345552",false
3069.9553,"intesa sanpaolo spa","milano - via g. fantoli 10",9.11819879619814,45.41275905789089,"+39 327 84345552",false
3069.9554,"intesa sanpaolo spa","milano - via dei missaglia 97",9.061584533425908,45.40177144631305,"+39 327 84345552",false
3069.9555,"intesa sanpaolo spa","milano - via dalmazia 2-a",9.25463083598289,45.533658702809454,"+39 327 84345552",false
3069.9556,"intesa sanpaolo spa","milano - via f.lli zoia",9.13565160153655,45.47438360918432,"+39 327 84345552",false
3069.9557,"intesa sanpaolo spa","milano - via quarenghi 23",9.133762671435047,45.48908710915394,"+39 327 84345552",false
3069.9558,"intesa sanpaolo spa","milano via ponale 48",9.251935135441387,45.39229824379204,"+39 327 84345552",false
3069.9559,"intesa sanpaolo spa","milano - via delle betulle 10",9.182871579066036,45.500645548927665,"+39 327 84345552",false
3069.9560,"intesa sanpaolo spa","milano - via g. meda 49",9.264546368745204,45.52246188120757,"+39 327 84345552",false
3069.9561,"intesa sanpaolo spa","milano - viale m. rapisardi 9",9.210828643067059,45.513428964522674,"+39 327 84345552",false
3069.9562,"intesa sanpaolo spa","milano - piazza udine 3",9.213139731065588,45.47526817828355,"+39 327 84345552",false
3069.9563,"intesa sanpaolo spa","milano - via celio 1",9.133979445473873,45.48089657764643,"+39 327 84345552",false
3069.9565,"intesa sanpaolo spa","milano - via giambellino 135",9.192056292973279,45.49742372819891,"+39 327 84345552",false
3069.9567,"intesa sanpaolo spa","milano - via ripamonti 166",9.175766411480604,45.47021497575613,"+39 327 84345552",false
3069.9569,"intesa sanpaolo spa","milano - via g. silva 36",9.239408274238116,45.47255407361337,"+39 327 84345552",false
3069.9571,"intesa sanpaolo spa","milano - foro buonaparte 35",9.126666280289538,45.47481031424142,"+39 327 84345552",false
3069.9572,"intesa sanpaolo spa","milano - piazza caneva 7",9.1438689886876,45.52039166557748,"+39 327 84345552",false
3069.9573,"intesa sanpaolo spa","milano - via zuretti 49",9.22625105723673,45.48807462271226,"+39 327 84345552",false
3069.9576,"intesa sanpaolo spa","milano - via mosca 180",9.092108071173664,45.394626974636985,"+39 327 84345552",false
3069.9578,"intesa sanpaolo spa","milano - via amoretti 8-a",9.222284752278195,45.461309642102535,"+39 327 84345552",false
3069.9579,"intesa sanpaolo spa","milano - via montenapoleone 27-a",9.195170075598824,45.41884074089643,"+39 327 84345552",false
3069.9582,"intesa sanpaolo spa","milano - via d_ ascanio 4",9.21261128431868,45.45842753298856,"+39 327 84345552",false
3069.9583,"intesa sanpaolo spa","milano - viale abruzzi 4",9.130219674988732,45.50470560092334,"+39 327 84345552",false
3069.9586,"intesa sanpaolo spa","milano via novara 131",9.089841284439057,45.46091247649854,"+39 327 84345552",false
3069.9587,"intesa sanpaolo spa","milano - via primaticcio 96",9.218983026000158,45.498546225311934,"+39 327 84345552",false
3069.9588,"intesa sanpaolo spa","milano - piazza vesuvio 19",9.060693116931573,45.42376020712894,"+39 327 84345552",false
3069.9589,"intesa sanpaolo spa","milano - via ajaccio 4",9.180209690006132,45.423598945395916,"+39 327 84345552",false
3069.9599,"intesa sanpaolo spa","milano sportello reg lombardia",9.080572084551386,45.453757827731124,"+39 327 84345552",false
3069.9742,"intesa sanpaolo spa","milano priv.banking p.romana",9.149766003002414,45.471036894398054,"+39 327 84345552",false
3069.9752,"intesa sanpaolo spa","milano - piazza vigili del fuoco 3",9.113291193116853,45.46102345619188,"+39 327 84345552",false
3069.9784,"intesa sanpaolo spa","milano - via verdi 8 - sportello dipende",9.148306580471852,45.4956344483413,"+39 327 84345552",false
3069.9786,"intesa sanpaolo spa","milano interventi speciali",9.21470781938159,45.39356768818729,"+39 327 84345552",false
3069.9791,"intesa sanpaolo spa","milano - viale sarca 181",9.086611391850116,45.49840547041966,"+39 327 84345552",false
3069.9794,"intesa sanpaolo spa","milano sportello via a. rizzoli 8",9.198630837168304,45.396721636090405,"+39 327 84345552",false
3069.9796,"intesa sanpaolo spa","milano - via ricotti 1",9.230202381750559,45.39573620935572,"+39 327 84345552",false
3069.9798,"intesa sanpaolo spa","milano - viale troya 22",9.135801512063049,45.49120329583244,"+39 327 84345552",false
3084.1600,"banca cesare ponti","milano piazza duomo, 19",9.045321509073244,45.50020318556781,"+39 08 07581709",false
3104.1601,"deutsche bank spa","milano sportello a",9.096779958603788,45.391357443327124,"+39 569 52 10 3580",false
3104.1603,"deutsche bank spa","milano filiale 3",9.132343263664229,45.50383627493502,"+39 569 52 10 3580",false
3104.1604,"deutsche bank spa","milano sportello d",9.064173294849304,45.40608363672186,"+39 569 52 10 3580",false
3104.1605,"deutsche bank spa","milano sportello e",9.25192382398569,45.51554410643578,"+39 569 52 10 3580",false
3104.1606,"deutsche bank spa","milano sportello f",9.15884465862245,45.53427187846551,"+39 569 52 10 3580",false
3104.1607,"deutsche bank spa","milano filiale 4",9.198238475046596,45.5047365460241,"+39 569 52 10 3580",false
3104.1608,"deutsche bank spa","milano sportello h",9.121282659850369,45.50422007892047,"+39 569 52 10 3580",false
3104.1609,"deutsche bank spa","milano sportello i",9.118204401152585,45.52644019374953,"+39 569 52 10 3580",false
3104.1616,"deutsche bank spa","milano sportello m",9.2528355320047,45.46653654677143,"+39 569 52 10 3580",false
3104.1618,"deutsche bank spa","milano sportello o",9.25325041530793,45.493750887372464,"+39 569 52 10 3580",false
3104.1619,"deutsche bank spa","milano sportello p",9.131853600689292,45.39642760829809,"+39 569 52 10 3580",false
3127.1600,"unipol banca s.p.a.","milano fil. 11 - piazza wagner",9.065281816079395,45.50322950638173,"+39 948 77 90 6562",true
3127.1601,"unipol banca s.p.a.","milano fil. 110 - corso di porta romana",9.231951715831768,45.40494318394295,"+39 948 77 90 6562",true
3127.1604,"unipol banca s.p.a.","milano fil. 253 - piazza g. missori",9.140241022130738,45.39164959558529,"+39 948 77 90 6562",true
3127.1605,"unipol banca s.p.a.","milano fil. 216 - via vittor pisani",9.057635120113183,45.471941934747676,"+39 948 77 90 6562",true
3127.1628,"unipol banca s.p.a.","milano fil. 50 - via mercantini",9.248657239935136,45.42967401034752,"+39 948 77 90 6562",true
3127.1629,"unipol banca s.p.a.","milano fil. 52 - via binda",9.207864237458825,45.42272879296978,"+39 948 77 90 6562",true
3127.1652,"unipol banca s.p.a.","milano fil. 51 - viale papiniano",9.140501449034327,45.52032612744046,"+39 948 77 90 6562",true
3127.1790,"unipol banca s.p.a.","milano fil. 49 - via traversi",9.161159743938658,45.516364842087896,"+39 948 77 90 6562",true
3139.1600,"banca per lo sviluppo della cooperazione","milano",9.241268914660258,45.501082286087374,"+39 911 63 23 9592",true
3204.1601,"banca di legnano s.p.a. fus. banca popol","milano ag.a",9.149008114083639,45.53303221058599,"+39 7203 0314360",true
3204.1602,"banca di legnano s.p.a. fus. banca popol","milano ag.b",9.258067392627572,45.46309562110498,"+39 7203 0314360",true
3204.1603,"banca di legnano s.p.a. fus. banca popol","milano ag.c",9.089018884062941,45.521668718354384,"+39 7203 0314360",true
3204.1604,"banca di legnano s.p.a. fus. banca popol","milano - presso caserma garibaldi",9.06528960125467,45.442525508123815,"+39 7203 0314360",true
